response_id,grna_target,n_nonzero_trt,n_nonzero_cntrl,pass_qc,p_value,log_2_fold_change,stage,z_orig,xi,omega,alpha,significant
X22,Tgfbr1,1821,84874,TRUE,1e-250,1.2924274478200477,2,48.47988733819091,0.3645268357600339,0.8562788638022285,0.8988034113771396,TRUE
X72,Hspa5,1173,117130,TRUE,1e-250,3.240284444604698,2,147.17436260746712,-1.7029195978387766,3.1033889471469087,1.8639839956390103,TRUE
X27,Eng,1370,72412,TRUE,1.0322683330305315e-235,1.0071893468881274,2,29.472573844592194,0.40479096551448657,0.8861044950715395,0.8001905640753846,TRUE
X22,Tgfbr2,715,85980,TRUE,1.3911139739581705e-193,1.1435598148735355,2,26.33601239675792,0.2094621320667282,0.8795833286462212,0.8482221740819246,TRUE
X16,Eng,1666,120697,TRUE,2.705104411070106e-88,0.549858114007268,2,18.67184756702673,0.2373886090746884,0.9238136568227971,0.12056556247161176,TRUE
X32,Eng,1336,96587,TRUE,2.76339743223527e-87,0.4684771292525145,2,15.303617994769656,0.5122092630922821,0.745586157330272,0.4909104533445467,TRUE
X29,Eng,1445,95438,TRUE,5.949185347837958e-83,0.7671640255832477,2,15.736030160200608,0.904055512117196,0.767283126378062,0.8150445543018354,TRUE
X64,Fzd4,590,47045,TRUE,2.187393191400406e-76,0.8105475609069703,2,15.848737874024787,0.06329098195320415,0.8516921282284812,1.140722972421942,TRUE
X9,Tgfbr1,984,135148,TRUE,2.7891491562786274e-69,-0.9733206287871141,2,-14.257356876146872,-0.8375067401540641,0.8566328414941371,0.9216686100066135,TRUE
X50,Tgfbr1,1176,63907,TRUE,6.470129005598352e-68,0.7922387717784325,2,15.82687647145014,-0.26720119394546527,0.9221092938040095,0.9946056422764349,TRUE
X47,Eng,1203,69909,TRUE,3.5253537646689916e-64,0.6787047093904599,2,13.742295560659622,0.11519057825118884,0.8037141174039819,0.9149495599915521,TRUE
X15,Eng,924,120982,TRUE,2.0463354811643373e-51,-0.671748097334496,2,-9.257680736092674,0.45872737423466226,0.7608716802319954,0.8532825684904127,TRUE
X45,Tgfbr1,1183,60708,TRUE,1.0615632721290669e-45,-0.09169978113172395,2,11.631700754388822,-0.21304032215218247,0.8318988893622944,0.8897390975031675,TRUE
X58,Tgfbr1,940,50726,TRUE,3.5286283389702556e-45,0.46861285623644555,2,13.922858954173623,0.898276012591511,0.920205143945649,0.9360158952724993,TRUE
X13,Tgfbr1,1918,126163,TRUE,1.2507496128527158e-44,0.3564009425018959,2,14.132522195547173,-0.4083750396312336,1.0338534433442583,0.3639797018670437,TRUE
X53,Fzd4,484,44555,TRUE,5.624875000088885e-43,0.35994992280883764,2,12.428680208845243,0.6533275077586688,0.8537259852859241,0.8734570256396927,TRUE
X8,Tgfbr1,2078,141315,TRUE,2.3512946754005618e-33,0.2767036659860267,2,9.161020188986727,-0.401756088020837,0.7908876328981732,0.8741333420363262,TRUE
X32,Fzd4,829,97094,TRUE,3.445546409363924e-33,0.4181907732776553,2,8.740042193412636,0.3898888867956574,0.6923977999065749,0.3649985646449223,TRUE
X18,Arnt,959,138691,TRUE,8.01052041768983e-30,-0.5539881082285678,2,-7.69580967007567,-0.8325500333483614,0.781089837001861,0.7775541045611429,TRUE
